Unnamed: 0,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,class,stalk_height,cap_diameter
1174,flat,smooth,red,no,none,free,close,broad,red,tapering,club,silky,fibrous,gray,cinnamon,partial,white,none,pendant,yellow,scattered,waste,poisonous,5.913401830370338,3.218104219177915
715,convex,fibrous,green,yes,anise,free,distant,narrow,white,enlarging,rhizomorphs,silky,scaly,pink,white,universal,orange,one,cobwebby,chocolate,numerous,meadows,edible,14.569530716906808,1.5847671386508826
1031,sunken,scaly,pink,no,fishy,notched,distant,narrow,red,enlarging,club,silky,fibrous,gray,white,partial,white,one,cobwebby,buff,several,waste,poisonous,4.53655490315683,6.617439185252396
582,convex,fibrous,buff,no,fishy,attached,crowded,narrow,pink,tapering,rhizomorphs,fibrous,scaly,buff,orange,universal,orange,one,zone,orange,clustered,leaves,poisonous,12.45043433496818,7.509931884719975
789,flat,grooves,pink,yes,creosote,free,close,narrow,white,enlarging,club,scaly,silky,brown,pink,universal,yellow,two,sheathing,orange,scattered,paths,poisonous,11.697375233864207,21.26322234312128
51,convex,smooth,pink,yes,almond,descending,distant,narrow,black,enlarging,club,fibrous,fibrous,pink,white,partial,yellow,one,sheathing,brown,several,urban,poisonous,7.412867513311977,21.212782218852723
1252,conical,scaly,gray,yes,anise,descending,close,broad,pink,tapering,missing,silky,silky,yellow,orange,universal,brown,none,zone,buff,clustered,leaves,poisonous,9.619980087959927,2.994201090447223
74,bell,scaly,red,no,almond,descending,crowded,broad,buff,tapering,bulbous,silky,scaly,white,cinnamon,partial,yellow,one,sheathing,brown,solitary,grasses,edible,5.916232348238554,7.922566421178689
352,bell,fibrous,white,yes,anise,descending,distant,narrow,black,enlarging,cup,silky,fibrous,cinnamon,orange,universal,yellow,two,cobwebby,black,several,woods,poisonous,7.917487887392193,2.33662719469171
223,convex,smooth,purple,yes,creosote,notched,close,narrow,yellow,enlarging,club,fibrous,silky,pink,buff,partial,orange,two,sheathing,buff,numerous,urban,edible,8.173811210133916,4.988929860059482
904,flat,fibrous,pink,no,pungent,free,distant,broad,chocolate,enlarging,bulbous,scaly,silky,cinnamon,red,universal,yellow,two,evanescent,purple,several,waste,poisonous,7.544234419421897,10.414987094423758
1226,conical,grooves,brown,no,fishy,descending,distant,broad,yellow,tapering,rooted,smooth,silky,orange,yellow,partial,brown,one,flaring,green,abundant,waste,poisonous,6.702634257612675,4.882309136731719
146,conical,smooth,purple,yes,spicy,attached,distant,narrow,brown,tapering,missing,silky,smooth,gray,red,partial,yellow,none,cobwebby,purple,numerous,leaves,poisonous,11.780803863711546,5.396446775910236
102,bell,scaly,white,no,foul,notched,crowded,broad,gray,tapering,rooted,smooth,silky,white,gray,partial,white,none,pendant,green,abundant,grasses,poisonous,14.164755863109695,9.67601701314518
172,convex,smooth,yellow,no,spicy,free,close,narrow,pink,tapering,equal,silky,scaly,gray,orange,partial,orange,two,sheathing,black,clustered,waste,poisonous,6.3231299804281695,20.632719185558265
1266,flat,scaly,yellow,yes,anise,free,distant,broad,orange,tapering,club,fibrous,silky,orange,brown,partial,brown,two,zone,white,clustered,meadows,poisonous,5.762326976230733,9.394681370999002
50,bell,fibrous,brown,no,pungent,free,crowded,narrow,black,enlarging,bulbous,scaly,smooth,brown,orange,partial,yellow,one,evanescent,buff,clustered,paths,poisonous,6.200762712480712,8.899706657765291
1156,sunken,smooth,gray,yes,none,descending,distant,broad,red,tapering,bulbous,silky,silky,gray,gray,partial,yellow,one,sheathing,purple,scattered,leaves,poisonous,13.62231954584637,9.67998322990174
1130,sunken,fibrous,white,yes,anise,notched,distant,narrow,buff,enlarging,rooted,smooth,smooth,orange,buff,partial,brown,none,cobwebby,chocolate,several,meadows,poisonous,13.547082340365767,19.545631328153327
594,bell,grooves,yellow,yes,foul,attached,distant,broad,buff,tapering,bulbous,smooth,smooth,cinnamon,white,partial,white,none,zone,green,clustered,grasses,edible,7.047471594230048,13.730901902486677
808,convex,grooves,red,no,pungent,notched,crowded,broad,buff,tapering,bulbous,fibrous,fibrous,yellow,pink,universal,brown,none,sheathing,green,abundant,leaves,edible,3.140109250763673,24.85184031275723
902,sunken,scaly,yellow,yes,almond,free,crowded,broad,pink,tapering,missing,fibrous,scaly,brown,pink,universal,white,one,sheathing,yellow,several,meadows,edible,10.116037657449844,16.885473230769907
280,convex,scaly,brown,no,anise,descending,crowded,narrow,black,enlarging,missing,silky,smooth,gray,yellow,universal,white,one,large,green,abundant,leaves,poisonous,2.117873141096542,4.790971331381394
521,flat,scaly,gray,no,foul,descending,close,broad,gray,enlarging,missing,fibrous,silky,cinnamon,white,universal,yellow,one,large,chocolate,solitary,urban,edible,6.701189690011258,10.117883630903016
431,conical,fibrous,buff,yes,foul,descending,distant,narrow,orange,tapering,rooted,silky,smooth,red,yellow,partial,yellow,one,large,black,solitary,leaves,poisonous,13.169914819411172,5.460104666690699
1072,flat,grooves,buff,no,none,free,close,broad,purple,enlarging,club,fibrous,scaly,orange,buff,universal,yellow,none,pendant,chocolate,several,woods,poisonous,10.344306433493848,9.395295853996783
678,bell,grooves,pink,yes,fishy,free,crowded,narrow,gray,enlarging,rhizomorphs,silky,silky,gray,orange,partial,yellow,two,flaring,brown,clustered,paths,poisonous,6.483618628400097,2.766475310181264
1081,flat,scaly,gray,yes,spicy,free,distant,broad,yellow,enlarging,rooted,fibrous,smooth,pink,cinnamon,universal,white,two,none,orange,clustered,woods,edible,13.615085428542493,20.668257217995663
802,conical,scaly,brown,no,fishy,descending,crowded,broad,green,enlarging,club,silky,fibrous,white,brown,universal,white,one,evanescent,buff,clustered,paths,poisonous,8.683279944931169,14.24589140899654
557,bell,scaly,green,yes,almond,free,distant,narrow,brown,tapering,missing,fibrous,scaly,cinnamon,brown,partial,brown,two,flaring,brown,abundant,urban,edible,8.036207306898934,15.603474495309795
880,flat,scaly,purple,no,musty,descending,crowded,narrow,black,tapering,bulbous,fibrous,scaly,buff,yellow,universal,yellow,two,sheathing,white,abundant,paths,poisonous,3.403858940400509,11.890222773585592
231,convex,smooth,brown,no,musty,descending,crowded,narrow,white,enlarging,rooted,scaly,smooth,brown,orange,universal,white,one,sheathing,chocolate,solitary,urban,poisonous,6.707135372304429,13.285218992880214
1219,convex,smooth,yellow,no,almond,notched,close,broad,purple,enlarging,rooted,silky,scaly,orange,orange,universal,brown,two,pendant,orange,several,waste,poisonous,12.174696134137186,21.194371812824038
529,flat,scaly,yellow,no,musty,free,close,broad,white,enlarging,rhizomorphs,smooth,smooth,orange,brown,partial,orange,two,none,white,abundant,leaves,poisonous,14.198611132285968,16.479329815559982
456,sunken,scaly,red,yes,creosote,free,close,broad,yellow,enlarging,equal,scaly,scaly,yellow,red,partial,orange,one,large,orange,solitary,waste,poisonous,14.00333793138044,20.534981626316338
1056,sunken,smooth,gray,yes,spicy,descending,close,broad,orange,enlarging,bulbous,silky,scaly,gray,gray,universal,brown,two,large,chocolate,scattered,paths,poisonous,8.366407045398235,13.448667575216348
1089,flat,scaly,purple,yes,almond,notched,crowded,narrow,chocolate,enlarging,rooted,fibrous,fibrous,brown,buff,universal,yellow,one,cobwebby,brown,several,woods,poisonous,4.114954907491653,10.597474848247382
595,convex,smooth,buff,yes,foul,attached,crowded,narrow,gray,enlarging,missing,scaly,smooth,gray,gray,universal,brown,none,large,green,several,waste,poisonous,11.814241392422108,19.8688220986452
1158,conical,fibrous,red,yes,almond,free,close,narrow,red,enlarging,rooted,fibrous,fibrous,red,yellow,universal,brown,none,large,brown,scattered,woods,edible,12.385322401092306,3.531304385815347
728,flat,fibrous,green,yes,spicy,attached,distant,narrow,black,tapering,equal,smooth,fibrous,brown,buff,partial,white,two,evanescent,chocolate,several,waste,poisonous,7.279306068134957,11.487263751228609
394,flat,fibrous,yellow,no,musty,attached,close,narrow,orange,enlarging,cup,silky,silky,white,pink,partial,orange,two,large,white,abundant,grasses,poisonous,7.327687930385473,10.940801775460717
486,flat,grooves,purple,no,pungent,descending,crowded,broad,chocolate,enlarging,rooted,smooth,scaly,gray,red,partial,yellow,one,zone,orange,scattered,leaves,poisonous,13.266091879683342,16.781531861817587
370,conical,smooth,green,yes,almond,free,distant,broad,purple,tapering,equal,fibrous,smooth,brown,red,partial,orange,one,evanescent,chocolate,clustered,woods,poisonous,10.114861676838215,13.545637280228584
859,convex,fibrous,brown,no,spicy,attached,crowded,narrow,white,tapering,equal,silky,fibrous,orange,red,universal,yellow,one,large,buff,scattered,woods,edible,7.927828615332249,6.635786311519626
91,bell,smooth,red,no,almond,descending,distant,broad,red,tapering,bulbous,silky,fibrous,buff,orange,universal,yellow,two,cobwebby,black,numerous,paths,poisonous,6.49494951810552,6.1426224799431886
24,flat,smooth,pink,no,almond,free,close,broad,white,enlarging,club,silky,smooth,yellow,cinnamon,universal,yellow,one,zone,chocolate,abundant,paths,edible,3.9235806577541257,8.889841334327027
1244,conical,grooves,red,yes,foul,notched,distant,narrow,purple,enlarging,rooted,silky,smooth,brown,yellow,partial,brown,none,pendant,buff,scattered,grasses,poisonous,2.570015123598451,8.892683303356975
265,convex,grooves,green,yes,fishy,notched,close,narrow,pink,tapering,missing,smooth,silky,brown,red,partial,brown,two,evanescent,yellow,abundant,woods,poisonous,13.558063593991616,11.270019666535456
84,convex,smooth,yellow,yes,almond,notched,crowded,broad,orange,enlarging,club,fibrous,silky,white,red,universal,white,none,none,purple,several,leaves,poisonous,13.377906846018936,4.774864728651574
1266,flat,scaly,yellow,yes,anise,free,distant,broad,orange,tapering,club,fibrous,silky,orange,brown,partial,brown,two,zone,white,clustered,meadows,poisonous,5.762326976230733,9.394681370999002
962,bell,grooves,yellow,yes,anise,attached,close,broad,green,enlarging,cup,smooth,silky,pink,buff,partial,white,two,large,brown,numerous,meadows,poisonous,12.639690080218342,11.560727573052798
423,flat,fibrous,brown,no,anise,attached,distant,narrow,red,tapering,bulbous,scaly,smooth,pink,brown,partial,yellow,none,large,yellow,solitary,meadows,poisonous,14.346478754228068,15.412688503344254
860,conical,fibrous,white,yes,almond,notched,distant,narrow,purple,tapering,cup,fibrous,fibrous,brown,pink,universal,orange,one,flaring,brown,numerous,waste,edible,9.659907713444538,4.068221392496569
282,bell,scaly,pink,yes,fishy,notched,close,broad,orange,enlarging,club,smooth,scaly,yellow,pink,partial,yellow,two,cobwebby,green,clustered,grasses,poisonous,5.226498695230033,20.932691755267506
1042,flat,scaly,white,yes,creosote,attached,distant,broad,buff,tapering,missing,scaly,scaly,red,brown,partial,white,two,evanescent,brown,several,paths,edible,3.012421895430496,21.499342606964515
259,convex,smooth,pink,yes,foul,notched,crowded,narrow,brown,enlarging,rhizomorphs,scaly,smooth,cinnamon,brown,partial,orange,two,evanescent,green,several,leaves,poisonous,13.579320746311868,1.765788938207129
998,bell,grooves,green,yes,spicy,notched,distant,broad,gray,tapering,cup,fibrous,silky,white,brown,universal,brown,two,none,black,abundant,meadows,poisonous,8.122292042528128,9.309488660171258
95,conical,scaly,buff,yes,creosote,free,close,narrow,buff,tapering,club,smooth,scaly,gray,gray,universal,yellow,none,cobwebby,chocolate,scattered,woods,edible,10.067110469459744,9.090074461965354
63,bell,grooves,gray,no,almond,attached,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white,partial,yellow,none,pendant,brown,abundant,paths,edible,11.453436890494578,16.97205329108137
818,bell,scaly,pink,yes,foul,attached,distant,narrow,purple,enlarging,equal,scaly,smooth,brown,brown,universal,orange,two,large,purple,abundant,leaves,poisonous,4.193039841813135,14.783820615275877
737,conical,smooth,green,no,almond,free,distant,broad,purple,tapering,club,scaly,silky,red,gray,partial,yellow,two,evanescent,yellow,several,meadows,poisonous,4.594319886511222,10.146163953793756
978,flat,fibrous,red,yes,foul,free,close,broad,yellow,enlarging,cup,scaly,smooth,red,buff,universal,orange,one,flaring,green,numerous,leaves,poisonous,14.558262896308287,19.741371472314107
704,sunken,fibrous,brown,yes,fishy,descending,close,narrow,buff,tapering,club,silky,silky,brown,orange,universal,white,none,cobwebby,buff,solitary,paths,poisonous,7.174525082948477,5.829427143342874
625,conical,grooves,buff,yes,creosote,attached,distant,broad,purple,tapering,cup,fibrous,scaly,pink,red,partial,brown,none,none,white,scattered,meadows,poisonous,8.298437251599346,14.716545229090343
906,bell,fibrous,gray,no,creosote,descending,close,broad,green,enlarging,missing,silky,silky,yellow,yellow,partial,orange,one,none,yellow,clustered,meadows,edible,5.138003290387372,1.2038130753672271
394,flat,fibrous,yellow,no,musty,attached,close,narrow,orange,enlarging,cup,silky,silky,white,pink,partial,orange,two,large,white,abundant,grasses,poisonous,7.327687930385473,10.940801775460717
1171,bell,smooth,yellow,yes,pungent,attached,distant,broad,brown,enlarging,club,scaly,silky,pink,cinnamon,universal,yellow,none,large,brown,scattered,leaves,poisonous,4.1597787060092895,2.9829149454581234
985,sunken,smooth,purple,no,foul,attached,distant,broad,orange,enlarging,rooted,smooth,scaly,yellow,orange,partial,orange,two,sheathing,orange,clustered,grasses,poisonous,8.935766554209824,10.985124823409397
302,convex,smooth,yellow,yes,fishy,notched,crowded,narrow,pink,enlarging,rhizomorphs,fibrous,scaly,pink,white,universal,brown,none,sheathing,buff,scattered,grasses,poisonous,8.371891988889011,24.196863539947365
1056,sunken,smooth,gray,yes,spicy,descending,close,broad,orange,enlarging,bulbous,silky,scaly,gray,gray,universal,brown,two,large,chocolate,scattered,paths,poisonous,8.366407045398235,13.448667575216348
936,convex,fibrous,green,no,creosote,notched,close,broad,buff,enlarging,club,fibrous,silky,buff,white,universal,white,none,flaring,yellow,abundant,grasses,edible,3.497397646646159,9.101766353766712
1,conical,scaly,gray,no,fishy,free,close,broad,pink,enlarging,cup,scaly,silky,orange,pink,universal,brown,none,pendant,black,abundant,waste,edible,13.80272933373091,4.73080161099536
293,sunken,grooves,brown,yes,spicy,notched,distant,narrow,white,enlarging,club,silky,scaly,white,red,universal,white,none,cobwebby,white,numerous,urban,poisonous,4.053845404206296,1.8588617774099203
0,bell,scaly,pink,yes,anise,free,close,broad,red,tapering,rhizomorphs,fibrous,silky,white,red,partial,brown,two,pendant,black,several,leaves,poisonous,12.349475906775762,20.5201197527776
1236,convex,grooves,purple,no,musty,free,close,broad,pink,enlarging,missing,smooth,smooth,red,white,universal,yellow,none,evanescent,black,several,grasses,poisonous,12.286105337101802,18.556263559823357
38,convex,fibrous,green,yes,musty,attached,close,broad,brown,tapering,bulbous,smooth,fibrous,pink,cinnamon,universal,orange,none,evanescent,orange,solitary,grasses,poisonous,13.37281797600347,2.674786750612064
1182,convex,smooth,gray,no,fishy,notched,crowded,narrow,black,enlarging,missing,scaly,scaly,gray,buff,universal,brown,two,evanescent,brown,several,woods,poisonous,2.9694872905461778,1.3863611040536623
37,convex,grooves,pink,no,none,attached,close,narrow,black,enlarging,rhizomorphs,smooth,scaly,orange,brown,universal,brown,one,none,purple,solitary,grasses,edible,10.090078108142558,17.345883069934647
550,conical,scaly,yellow,no,musty,free,distant,narrow,white,tapering,club,fibrous,fibrous,pink,gray,universal,brown,none,evanescent,white,abundant,paths,poisonous,5.832597024457802,23.52328898910481
1008,convex,smooth,pink,yes,creosote,descending,close,narrow,purple,tapering,missing,smooth,smooth,orange,orange,partial,brown,none,none,green,scattered,meadows,poisonous,11.115836862725963,20.32702962077809
447,bell,grooves,purple,yes,fishy,notched,distant,narrow,brown,enlarging,cup,silky,smooth,pink,yellow,partial,orange,none,pendant,green,abundant,paths,edible,8.368082628520085,22.48325545845709
488,conical,smooth,yellow,no,foul,free,crowded,narrow,orange,tapering,cup,fibrous,scaly,orange,orange,partial,white,one,pendant,white,abundant,meadows,poisonous,7.00585691832782,13.658532189754636
607,conical,smooth,green,yes,musty,attached,distant,narrow,buff,enlarging,club,scaly,scaly,orange,brown,partial,orange,two,sheathing,brown,scattered,urban,poisonous,4.438677244214606,19.609029625538763
1046,bell,scaly,white,no,fishy,free,distant,broad,green,enlarging,bulbous,silky,silky,red,red,partial,brown,one,sheathing,yellow,clustered,urban,poisonous,8.374571416579132,5.32510376566
170,flat,fibrous,green,yes,musty,free,close,broad,black,enlarging,rhizomorphs,smooth,scaly,gray,orange,partial,orange,two,none,white,scattered,meadows,poisonous,2.1487250330600567,10.631651831331276
226,conical,smooth,purple,yes,fishy,notched,crowded,narrow,yellow,enlarging,equal,fibrous,fibrous,buff,brown,universal,yellow,none,cobwebby,brown,solitary,woods,poisonous,3.897904810930543,18.424005801698865
133,bell,fibrous,red,yes,almond,free,close,broad,green,tapering,rhizomorphs,scaly,silky,cinnamon,orange,universal,brown,two,evanescent,white,abundant,urban,poisonous,4.513321313283004,18.02180196059791
670,bell,smooth,green,yes,none,notched,crowded,narrow,yellow,enlarging,rooted,smooth,smooth,white,cinnamon,partial,orange,none,large,chocolate,solitary,waste,poisonous,8.710046562411033,2.965849736281355
1180,flat,grooves,purple,no,almond,notched,crowded,narrow,brown,enlarging,rooted,scaly,fibrous,white,white,universal,brown,two,cobwebby,brown,scattered,urban,poisonous,10.354025626177668,21.647618227537183
433,bell,fibrous,green,yes,anise,notched,close,narrow,buff,enlarging,club,scaly,silky,pink,buff,partial,white,one,none,yellow,clustered,meadows,poisonous,3.8479166950458783,13.440425298647304
432,bell,scaly,white,yes,foul,free,crowded,narrow,green,enlarging,missing,fibrous,fibrous,red,gray,universal,orange,two,flaring,yellow,solitary,paths,poisonous,12.557711830683004,9.039947020239426
585,convex,fibrous,buff,yes,foul,attached,close,narrow,yellow,tapering,rooted,fibrous,scaly,white,cinnamon,partial,white,one,cobwebby,buff,several,meadows,poisonous,14.740112541556249,19.595563862006298
816,bell,grooves,red,yes,anise,free,close,broad,red,enlarging,club,silky,smooth,white,gray,universal,brown,none,pendant,chocolate,scattered,waste,poisonous,6.187650354890701,9.352633084934112
231,convex,smooth,brown,no,musty,descending,crowded,narrow,white,enlarging,rooted,scaly,smooth,brown,orange,universal,white,one,sheathing,chocolate,solitary,urban,poisonous,6.707135372304429,13.285218992880214
208,flat,smooth,gray,no,musty,attached,close,narrow,pink,tapering,rooted,silky,smooth,red,pink,partial,white,one,evanescent,purple,clustered,meadows,poisonous,3.1270273362452343,17.42651995809166
1153,sunken,fibrous,white,no,pungent,notched,close,narrow,buff,enlarging,cup,fibrous,silky,gray,red,partial,white,two,sheathing,green,abundant,woods,poisonous,4.882746833460811,2.723651342198059
588,flat,smooth,green,no,none,attached,distant,broad,orange,tapering,cup,smooth,silky,cinnamon,pink,partial,brown,none,cobwebby,black,clustered,paths,poisonous,13.323204546938612,5.539454418481619
1248,bell,smooth,red,no,spicy,attached,distant,narrow,pink,enlarging,club,scaly,smooth,gray,brown,partial,white,none,pendant,brown,abundant,meadows,edible,2.711923580821148,13.640499034485574
435,sunken,fibrous,brown,yes,spicy,notched,close,narrow,green,enlarging,bulbous,scaly,silky,gray,buff,universal,brown,none,none,brown,clustered,urban,poisonous,5.915643648519467,6.883296138927681
583,conical,fibrous,purple,yes,anise,attached,crowded,broad,green,enlarging,club,silky,smooth,red,buff,universal,brown,two,none,chocolate,clustered,grasses,edible,14.458071286433183,1.9357866424383847
735,conical,scaly,gray,no,anise,descending,distant,broad,brown,tapering,missing,scaly,smooth,gray,brown,universal,brown,none,cobwebby,yellow,numerous,grasses,poisonous,7.508966671864984,17.83256930204647
606,sunken,scaly,green,yes,spicy,notched,close,narrow,white,tapering,rooted,fibrous,fibrous,orange,red,universal,white,none,pendant,black,several,paths,edible,9.88357570713704,2.3930953616839195
85,convex,fibrous,gray,yes,pungent,attached,crowded,broad,yellow,enlarging,club,scaly,fibrous,orange,buff,universal,brown,one,flaring,buff,clustered,urban,poisonous,4.421594450147042,9.769437731941448
52,sunken,smooth,purple,yes,musty,descending,close,broad,white,enlarging,cup,silky,fibrous,yellow,brown,partial,brown,one,pendant,purple,abundant,paths,edible,14.91449347160723,6.208272228724533
1074,convex,grooves,yellow,no,anise,notched,distant,narrow,yellow,tapering,club,silky,silky,gray,cinnamon,partial,yellow,two,cobwebby,yellow,several,leaves,edible,7.433487550873189,6.995669716288857
491,bell,grooves,yellow,no,spicy,attached,distant,broad,orange,tapering,club,scaly,fibrous,orange,orange,universal,orange,one,zone,chocolate,scattered,grasses,poisonous,3.711205197233355,4.630025494223529
1024,flat,fibrous,red,yes,almond,descending,distant,narrow,chocolate,enlarging,cup,smooth,scaly,brown,buff,partial,orange,none,pendant,green,numerous,meadows,poisonous,13.946714115911323,6.501631270661704
236,conical,grooves,white,yes,none,free,crowded,broad,yellow,enlarging,cup,smooth,silky,yellow,buff,partial,yellow,none,none,yellow,scattered,meadows,edible,3.6863973300202826,14.023279141282172
362,conical,smooth,gray,yes,musty,descending,distant,narrow,pink,enlarging,bulbous,fibrous,fibrous,brown,yellow,universal,yellow,one,sheathing,green,solitary,paths,poisonous,5.343804870925371,8.936778720012907
1277,flat,scaly,brown,yes,foul,notched,distant,narrow,purple,tapering,cup,scaly,scaly,buff,gray,universal,white,one,pendant,buff,abundant,meadows,poisonous,3.708787943256808,18.95846498358286
937,conical,grooves,white,yes,foul,notched,crowded,broad,black,tapering,bulbous,scaly,silky,buff,pink,partial,yellow,one,cobwebby,orange,abundant,paths,edible,8.428855557690284,15.95855734766075
981,sunken,scaly,purple,yes,foul,attached,crowded,narrow,white,enlarging,cup,scaly,silky,gray,brown,universal,white,two,cobwebby,yellow,several,woods,poisonous,12.076908826065672,5.299990473675678
181,sunken,fibrous,pink,no,pungent,attached,crowded,narrow,red,tapering,rhizomorphs,silky,silky,brown,pink,partial,white,none,none,white,abundant,paths,poisonous,4.902938024796838,7.18511593357662
564,convex,fibrous,yellow,no,foul,free,crowded,broad,buff,tapering,bulbous,scaly,silky,gray,brown,partial,white,one,pendant,brown,numerous,paths,poisonous,7.707124952650111,15.911874481163077
882,convex,grooves,brown,yes,spicy,notched,close,broad,orange,enlarging,missing,fibrous,silky,yellow,gray,partial,orange,none,large,black,several,paths,poisonous,4.130607676252145,17.644135592473067
1273,convex,fibrous,white,no,anise,attached,crowded,narrow,white,tapering,cup,scaly,scaly,buff,buff,partial,brown,one,pendant,white,solitary,paths,edible,11.489675229680842,13.306685604492356
1101,sunken,grooves,brown,no,pungent,attached,crowded,narrow,chocolate,enlarging,club,fibrous,smooth,gray,orange,partial,orange,two,flaring,black,clustered,paths,edible,2.8170813714196323,14.566358826535524
778,sunken,fibrous,gray,yes,musty,free,close,broad,white,tapering,missing,fibrous,silky,white,pink,partial,brown,two,pendant,orange,solitary,grasses,poisonous,5.747580650950471,3.144325950719183
170,flat,fibrous,green,yes,musty,free,close,broad,black,enlarging,rhizomorphs,smooth,scaly,gray,orange,partial,orange,two,none,white,scattered,meadows,poisonous,2.1487250330600567,10.631651831331276
1264,sunken,grooves,brown,yes,creosote,free,close,broad,white,tapering,equal,scaly,smooth,white,buff,partial,orange,none,cobwebby,orange,solitary,leaves,poisonous,4.303831944917772,6.85041238660441
290,bell,scaly,buff,no,pungent,notched,distant,narrow,purple,tapering,bulbous,fibrous,scaly,brown,pink,partial,brown,none,zone,buff,clustered,leaves,poisonous,14.836180368493965,15.340147221531003
913,convex,fibrous,yellow,yes,none,attached,distant,narrow,black,tapering,equal,smooth,scaly,buff,orange,partial,orange,one,none,purple,clustered,grasses,poisonous,9.23471831485184,19.86244625840295
735,conical,scaly,gray,no,anise,descending,distant,broad,brown,tapering,missing,scaly,smooth,gray,brown,universal,brown,none,cobwebby,yellow,numerous,grasses,poisonous,7.508966671864984,17.83256930204647
1167,sunken,scaly,white,no,anise,descending,distant,broad,pink,tapering,cup,smooth,silky,gray,yellow,partial,brown,two,sheathing,chocolate,clustered,waste,poisonous,14.27617297122402,5.0549829233453965
577,flat,smooth,gray,yes,creosote,notched,crowded,narrow,pink,enlarging,bulbous,silky,silky,red,pink,partial,brown,two,zone,black,clustered,grasses,edible,12.588862724789546,17.092279520395053
797,flat,fibrous,buff,no,creosote,free,close,narrow,buff,tapering,equal,smooth,scaly,orange,red,partial,brown,none,flaring,purple,scattered,woods,poisonous,10.094115603612623,19.04087232807881
872,sunken,grooves,gray,yes,none,free,close,narrow,black,tapering,bulbous,smooth,silky,buff,orange,universal,white,one,cobwebby,purple,clustered,leaves,poisonous,3.6710139697936777,17.720361261050957
1081,flat,scaly,gray,yes,spicy,free,distant,broad,yellow,enlarging,rooted,fibrous,smooth,pink,cinnamon,universal,white,two,none,orange,clustered,woods,edible,13.615085428542493,20.668257217995663
810,bell,smooth,red,no,pungent,notched,close,narrow,chocolate,tapering,cup,smooth,scaly,orange,pink,partial,orange,one,sheathing,green,abundant,urban,edible,6.88529013637936,2.665529994274352
128,bell,scaly,pink,yes,spicy,free,close,broad,brown,enlarging,equal,smooth,smooth,buff,buff,partial,white,two,cobwebby,white,numerous,paths,edible,4.07136144873202,10.458433218921057
66,bell,scaly,purple,no,anise,free,crowded,broad,black,tapering,club,scaly,smooth,yellow,buff,universal,brown,one,sheathing,green,several,grasses,poisonous,14.626466525860916,22.80365632314119
100,convex,smooth,purple,yes,spicy,free,crowded,narrow,black,tapering,cup,smooth,silky,white,white,universal,white,one,large,chocolate,numerous,urban,poisonous,6.241549195851479,4.076507378132783
1181,flat,smooth,yellow,no,creosote,attached,close,broad,red,enlarging,missing,silky,fibrous,yellow,white,universal,brown,none,zone,chocolate,several,meadows,edible,5.038458808967876,20.62238032382938
1115,sunken,grooves,yellow,yes,spicy,descending,crowded,broad,white,enlarging,missing,silky,silky,brown,cinnamon,universal,white,none,none,white,clustered,waste,poisonous,2.8575972544252517,24.786560809529952
372,sunken,grooves,white,yes,none,free,crowded,narrow,orange,tapering,rhizomorphs,fibrous,scaly,white,white,universal,yellow,none,pendant,brown,solitary,woods,poisonous,3.000808192729127,4.469407612575563
919,bell,grooves,buff,yes,foul,attached,close,narrow,green,tapering,rhizomorphs,silky,scaly,brown,white,universal,white,one,zone,brown,solitary,woods,edible,2.517748506171192,8.411174138890756
724,sunken,smooth,pink,yes,spicy,notched,close,broad,pink,enlarging,equal,silky,smooth,pink,pink,universal,white,two,cobwebby,buff,abundant,paths,poisonous,11.12024562837452,20.69663129117588
586,bell,fibrous,pink,no,almond,attached,distant,narrow,gray,enlarging,club,silky,silky,orange,cinnamon,universal,orange,one,evanescent,chocolate,several,waste,edible,6.29618971327896,4.648709299396916
281,flat,scaly,pink,yes,pungent,attached,distant,broad,buff,enlarging,cup,scaly,scaly,white,yellow,partial,yellow,two,zone,white,several,waste,edible,9.868539057296942,2.89826057406648
177,sunken,smooth,gray,no,almond,attached,close,narrow,red,tapering,cup,silky,smooth,red,pink,partial,orange,two,large,purple,solitary,urban,poisonous,5.099540654125109,24.54052890403389
80,flat,grooves,gray,no,fishy,descending,distant,narrow,gray,enlarging,equal,smooth,fibrous,cinnamon,yellow,universal,orange,none,sheathing,buff,several,paths,poisonous,5.048425530889623,18.3415592916997
1123,flat,scaly,gray,yes,anise,descending,distant,narrow,chocolate,enlarging,bulbous,scaly,fibrous,orange,white,universal,white,none,none,buff,scattered,paths,poisonous,8.857005311471243,19.41760876408915
793,convex,grooves,red,yes,spicy,free,close,narrow,brown,tapering,rooted,smooth,smooth,buff,buff,partial,white,one,large,orange,abundant,meadows,poisonous,8.902742603192575,10.074846528531952
1179,conical,smooth,white,yes,anise,notched,crowded,broad,purple,enlarging,cup,fibrous,scaly,yellow,cinnamon,universal,white,one,evanescent,brown,clustered,grasses,edible,11.336304031509314,22.185007614559463
480,flat,scaly,red,no,pungent,free,close,narrow,brown,tapering,rooted,scaly,scaly,white,buff,partial,yellow,none,zone,orange,scattered,leaves,edible,11.859145951023663,9.647627060033132
