date,Ex_rate
14-07-1995 00:00,0.649
15-07-1995 00:00,0.65
16-07-1995 00:00,0.649
17-07-1995 00:00,0.6455
18-07-1995 00:00,0.6487
19-07-1995 00:00,0.6515
20-07-1995 00:00,0.6535
21-07-1995 00:00,0.6507
22-07-1995 00:00,0.6473
23-07-1995 00:00,0.644
24-07-1995 00:00,0.6485
25-07-1995 00:00,0.652
26-07-1995 00:00,0.652
27-07-1995 00:00,0.645
28-07-1995 00:00,0.6412
29-07-1995 00:00,0.637
30-07-1995 00:00,0.6373
31-07-1995 00:00,0.6355
1/8/1995 0:00,0.6371
2/8/1995 0:00,0.633
3/8/1995 0:00,0.6276
4/8/1995 0:00,0.627
5/8/1995 0:00,0.627
6/8/1995 0:00,0.6221
7/8/1995 0:00,0.6236
8/8/1995 0:00,0.6255
9/8/1995 0:00,0.6304
10/8/1995 0:00,0.6315
11/8/1995 0:00,0.6225
12/8/1995 0:00,0.6215
13-08-1995 00:00,0.6219
14-08-1995 00:00,0.626
15-08-1995 00:00,0.615
16-08-1995 00:00,0.6145
17-08-1995 00:00,0.6115
18-08-1995 00:00,0.611
19-08-1995 00:00,0.6005
20-08-1995 00:00,0.5995
21-08-1995 00:00,0.5955
22-08-1995 00:00,0.587
23-08-1995 00:00,0.5867
24-08-1995 00:00,0.5925
25-08-1995 00:00,0.5894
26-08-1995 00:00,0.5925
27-08-1995 00:00,0.6081
28-08-1995 00:00,0.6067
29-08-1995 00:00,0.627
30-08-1995 00:00,0.611
31-08-1995 00:00,0.6078
1/9/1995 0:00,0.6074
2/9/1995 0:00,0.6054
3/9/1995 0:00,0.603
4/9/1995 0:00,0.6075
5/9/1995 0:00,0.6208
6/9/1995 0:00,0.619
7/9/1995 0:00,0.6115
8/9/1995 0:00,0.6185
9/9/1995 0:00,0.6165
10/9/1995 0:00,0.6195
11/9/1995 0:00,0.6165
12/9/1995 0:00,0.6125
13-09-1995 00:00,0.614
14-09-1995 00:00,0.6165
15-09-1995 00:00,0.6245
16-09-1995 00:00,0.6234
17-09-1995 00:00,0.629
18-09-1995 00:00,0.6267
19-09-1995 00:00,0.6301
20-09-1995 00:00,0.6263
21-09-1995 00:00,0.6211
22-09-1995 00:00,0.6168
23-09-1995 00:00,0.6196
24-09-1995 00:00,0.609
25-09-1995 00:00,0.6115
26-09-1995 00:00,0.6105
27-09-1995 00:00,0.6145
28-09-1995 00:00,0.607
29-09-1995 00:00,0.6035
30-09-1995 00:00,0.605
1/10/1995 0:00,0.609
2/10/1995 0:00,0.604
3/10/1995 0:00,0.5991
4/10/1995 0:00,0.5985
5/10/1995 0:00,0.5921
6/10/1995 0:00,0.5945
7/10/1995 0:00,0.5975
8/10/1995 0:00,0.594
9/10/1995 0:00,0.5925
10/10/1995 0:00,0.5938
11/10/1995 0:00,0.594
12/10/1995 0:00,0.5897
13-10-1995 00:00,0.583
14-10-1995 00:00,0.5792
15-10-1995 00:00,0.576
16-10-1995 00:00,0.5682
17-10-1995 00:00,0.555
18-10-1995 00:00,0.565
19-10-1995 00:00,0.572
20-10-1995 00:00,0.5805
21-10-1995 00:00,0.583
22-10-1995 00:00,0.581
23-10-1995 00:00,0.5861
24-10-1995 00:00,0.5897
25-10-1995 00:00,0.5875
26-10-1995 00:00,0.5966
27-10-1995 00:00,0.5929
28-10-1995 00:00,0.5945
29-10-1995 00:00,0.5935
30-10-1995 00:00,0.5937
31-10-1995 00:00,0.5875
1/11/1995 0:00,0.5835
2/11/1995 0:00,0.5855
3/11/1995 0:00,0.5781
4/11/1995 0:00,0.5836
5/11/1995 0:00,0.5911
6/11/1995 0:00,0.5863
7/11/1995 0:00,0.5975
8/11/1995 0:00,0.593
9/11/1995 0:00,0.597
10/11/1995 0:00,0.594
11/11/1995 0:00,0.594
12/11/1995 0:00,0.5887
13-11-1995 00:00,0.6178
14-11-1995 00:00,0.6183
15-11-1995 00:00,0.6162
16-11-1995 00:00,0.6273
17-11-1995 00:00,0.6294
18-11-1995 00:00,0.631
19-11-1995 00:00,0.6327
20-11-1995 00:00,0.6328
21-11-1995 00:00,0.6285
22-11-1995 00:00,0.6275
23-11-1995 00:00,0.6253
24-11-1995 00:00,0.6184
25-11-1995 00:00,0.6165
26-11-1995 00:00,0.6154
27-11-1995 00:00,0.616
28-11-1995 00:00,0.6231
29-11-1995 00:00,0.625
30-11-1995 00:00,0.6252
1/12/1995 0:00,0.6254
2/12/1995 0:00,0.6286
3/12/1995 0:00,0.632
4/12/1995 0:00,0.634
5/12/1995 0:00,0.6348
6/12/1995 0:00,0.6223
7/12/1995 0:00,0.632
8/12/1995 0:00,0.6392
9/12/1995 0:00,0.6385
10/12/1995 0:00,0.6343
11/12/1995 0:00,0.6457
12/12/1995 0:00,0.6437
13-12-1995 00:00,0.6436
14-12-1995 00:00,0.641
15-12-1995 00:00,0.6417
16-12-1995 00:00,0.64
17-12-1995 00:00,0.6339
18-12-1995 00:00,0.628
19-12-1995 00:00,0.6305
20-12-1995 00:00,0.631
21-12-1995 00:00,0.6245
22-12-1995 00:00,0.6175
23-12-1995 00:00,0.6204
24-12-1995 00:00,0.6155
25-12-1995 00:00,0.6165
26-12-1995 00:00,0.6195
27-12-1995 00:00,0.6208
28-12-1995 00:00,0.6204
29-12-1995 00:00,0.6235
30-12-1995 00:00,0.6187
31-12-1995 00:00,0.6231
1/1/1996 0:00,0.6211
2/1/1996 0:00,0.617
3/1/1996 0:00,0.6145
4/1/1996 0:00,0.6114
5/1/1996 0:00,0.611
6/1/1996 0:00,0.607
7/1/1996 0:00,0.6114
8/1/1996 0:00,0.6129
9/1/1996 0:00,0.6123
10/1/1996 0:00,0.618815
11/1/1996 0:00,0.621309
12/1/1996 0:00,0.628873
13-01-1996 00:00,0.633995
14-01-1996 00:00,0.633268
15-01-1996 00:00,0.640779
16-01-1996 00:00,0.640666
17-01-1996 00:00,0.631021
18-01-1996 00:00,0.632701
19-01-1996 00:00,0.634897
20-01-1996 00:00,0.634195
21-01-1996 00:00,0.638337
22-01-1996 00:00,0.640028
23-01-1996 00:00,0.639895
24-01-1996 00:00,0.635181
25-01-1996 00:00,0.631676
26-01-1996 00:00,0.630414
27-01-1996 00:00,0.627282
28-01-1996 00:00,0.625712
29-01-1996 00:00,0.629716
30-01-1996 00:00,0.633323
31-01-1996 00:00,0.639557
1/2/1996 0:00,0.641029
2/2/1996 0:00,0.649468
3/2/1996 0:00,0.651704
4/2/1996 0:00,0.652847
5/2/1996 0:00,0.646998
6/2/1996 0:00,0.645543
7/2/1996 0:00,0.649558
8/2/1996 0:00,0.646131
9/2/1996 0:00,0.645934
10/2/1996 0:00,0.63854
11/2/1996 0:00,0.633196
12/2/1996 0:00,0.635578
13-02-1996 00:00,0.637923
14-02-1996 00:00,0.640067
15-02-1996 00:00,0.639067
16-02-1996 00:00,0.632308
17-02-1996 00:00,0.627032
18-02-1996 00:00,0.621313
19-02-1996 00:00,0.618524
20-02-1996 00:00,0.620168
21-02-1996 00:00,0.623145
22-02-1996 00:00,0.624118
23-02-1996 00:00,0.627709
24-02-1996 00:00,0.630994
25-02-1996 00:00,0.635837
26-02-1996 00:00,0.634885
27-02-1996 00:00,0.635231
28-02-1996 00:00,0.636051
29-02-1996 00:00,0.631652
1/3/1996 0:00,0.626605
2/3/1996 0:00,0.627447
3/3/1996 0:00,0.630136
4/3/1996 0:00,0.630328
5/3/1996 0:00,0.634137
6/3/1996 0:00,0.638134
7/3/1996 0:00,0.639719
8/3/1996 0:00,0.636404
9/3/1996 0:00,0.634783
10/3/1996 0:00,0.632189
11/3/1996 0:00,0.626669
12/3/1996 0:00,0.633799
13-03-1996 00:00,0.635145
14-03-1996 00:00,0.631745
15-03-1996 00:00,0.638017
16-03-1996 00:00,0.628148
17-03-1996 00:00,0.624907
18-03-1996 00:00,0.63004
19-03-1996 00:00,0.635001
20-03-1996 00:00,0.637088
21-03-1996 00:00,0.637645
22-03-1996 00:00,0.636543
23-03-1996 00:00,0.647493
24-03-1996 00:00,0.651647
25-03-1996 00:00,0.647607
26-03-1996 00:00,0.647021
27-03-1996 00:00,0.650999
28-03-1996 00:00,0.651675
29-03-1996 00:00,0.648596
30-03-1996 00:00,0.650231
31-03-1996 00:00,0.654669
1/4/1996 0:00,0.658612
2/4/1996 0:00,0.662386
3/4/1996 0:00,0.665492
4/4/1996 0:00,0.663657
5/4/1996 0:00,0.662079
6/4/1996 0:00,0.668629
7/4/1996 0:00,0.670714
8/4/1996 0:00,0.66932
9/4/1996 0:00,0.670533
10/4/1996 0:00,0.667579
11/4/1996 0:00,0.668716
12/4/1996 0:00,0.665448
13-04-1996 00:00,0.666222
14-04-1996 00:00,0.670802
15-04-1996 00:00,0.66315
16-04-1996 00:00,0.661464
17-04-1996 00:00,0.660267
18-04-1996 00:00,0.657851
19-04-1996 00:00,0.649029
20-04-1996 00:00,0.648524
21-04-1996 00:00,0.652736
22-04-1996 00:00,0.649607
23-04-1996 00:00,0.641113
24-04-1996 00:00,0.644317
25-04-1996 00:00,0.647551
26-04-1996 00:00,0.65565
27-04-1996 00:00,0.658325
28-04-1996 00:00,0.659592
29-04-1996 00:00,0.657954
30-04-1996 00:00,0.662668
1/5/1996 0:00,0.664807
2/5/1996 0:00,0.663991
3/5/1996 0:00,0.658567
4/5/1996 0:00,0.656455
5/5/1996 0:00,0.658461
6/5/1996 0:00,0.652882
7/5/1996 0:00,0.651136
8/5/1996 0:00,0.653887
9/5/1996 0:00,0.656749
10/5/1996 0:00,0.658108
11/5/1996 0:00,0.662229
12/5/1996 0:00,0.658068
13-05-1996 00:00,0.657308
14-05-1996 00:00,0.661136
15-05-1996 00:00,0.67024
16-05-1996 00:00,0.665912
17-05-1996 00:00,0.666001
18-05-1996 00:00,0.664342
19-05-1996 00:00,0.665424
20-05-1996 00:00,0.664939
21-05-1996 00:00,0.662647
22-05-1996 00:00,0.659084
23-05-1996 00:00,0.658801
24-05-1996 00:00,0.663023
25-05-1996 00:00,0.660634
26-05-1996 00:00,0.65084
27-05-1996 00:00,0.647703
28-05-1996 00:00,0.648027
29-05-1996 00:00,0.647112
30-05-1996 00:00,0.647745
31-05-1996 00:00,0.647371
1/6/1996 0:00,0.644606
2/6/1996 0:00,0.644353
3/6/1996 0:00,0.649734
4/6/1996 0:00,0.651944
5/6/1996 0:00,0.653914
6/6/1996 0:00,0.658612
7/6/1996 0:00,0.654207
8/6/1996 0:00,0.652839
9/6/1996 0:00,0.653399
10/6/1996 0:00,0.651942
11/6/1996 0:00,0.648375
12/6/1996 0:00,0.649831
13-06-1996 00:00,0.651627
14-06-1996 00:00,0.649448
15-06-1996 00:00,0.649468
16-06-1996 00:00,0.647238
17-06-1996 00:00,0.636497
18-06-1996 00:00,0.639425
19-06-1996 00:00,0.63578
20-06-1996 00:00,0.636659
21-06-1996 00:00,0.634134
22-06-1996 00:00,0.630141
23-06-1996 00:00,0.632954
24-06-1996 00:00,0.632851
25-06-1996 00:00,0.638024
26-06-1996 00:00,0.638571
27-06-1996 00:00,0.64548
28-06-1996 00:00,0.646891
29-06-1996 00:00,0.646819
30-06-1996 00:00,0.649043
1/7/1996 0:00,0.652097
2/7/1996 0:00,0.65163
3/7/1996 0:00,0.657331
4/7/1996 0:00,0.653869
5/7/1996 0:00,0.649166
6/7/1996 0:00,0.646283
7/7/1996 0:00,0.648752
8/7/1996 0:00,0.642252
9/7/1996 0:00,0.647451
10/7/1996 0:00,0.650863
11/7/1996 0:00,0.648149
12/7/1996 0:00,0.652747
13-07-1996 00:00,0.653219
14-07-1996 00:00,0.655154
15-07-1996 00:00,0.653063
16-07-1996 00:00,0.653176
17-07-1996 00:00,0.65363
18-07-1996 00:00,0.661048
19-07-1996 00:00,0.663349
20-07-1996 00:00,0.660324
21-07-1996 00:00,0.660635
22-07-1996 00:00,0.654362
23-07-1996 00:00,0.656109
24-07-1996 00:00,0.65001
25-07-1996 00:00,0.650039
26-07-1996 00:00,0.647889
27-07-1996 00:00,0.644191
28-07-1996 00:00,0.649166
29-07-1996 00:00,0.646037
30-07-1996 00:00,0.647554
31-07-1996 00:00,0.649994
1/8/1996 0:00,0.65113
2/8/1996 0:00,0.650403
3/8/1996 0:00,0.643837
4/8/1996 0:00,0.645851
5/8/1996 0:00,0.63732
6/8/1996 0:00,0.638093
7/8/1996 0:00,0.640702
8/8/1996 0:00,0.644007
9/8/1996 0:00,0.638355
10/8/1996 0:00,0.638593
11/8/1996 0:00,0.636983
12/8/1996 0:00,0.638318
13-08-1996 00:00,0.640064
14-08-1996 00:00,0.643096
15-08-1996 00:00,0.646561
16-08-1996 00:00,0.64172
17-08-1996 00:00,0.639765
18-08-1996 00:00,0.640156
19-08-1996 00:00,0.638694
20-08-1996 00:00,0.637129
21-08-1996 00:00,0.635953
22-08-1996 00:00,0.633171
23-08-1996 00:00,0.635729
24-08-1996 00:00,0.635302
25-08-1996 00:00,0.636723
26-08-1996 00:00,0.636393
27-08-1996 00:00,0.635468
28-08-1996 00:00,0.633285
29-08-1996 00:00,0.633524
30-08-1996 00:00,0.634253
31-08-1996 00:00,0.635716
1/9/1996 0:00,0.637744
2/9/1996 0:00,0.640056
3/9/1996 0:00,0.636682
4/9/1996 0:00,0.633388
5/9/1996 0:00,0.635723
6/9/1996 0:00,0.635653
7/9/1996 0:00,0.642531
8/9/1996 0:00,0.642187
9/9/1996 0:00,0.641799
10/9/1996 0:00,0.643887
11/9/1996 0:00,0.644362
12/9/1996 0:00,0.645153
13-09-1996 00:00,0.643032
14-09-1996 00:00,0.650494
15-09-1996 00:00,0.653761
16-09-1996 00:00,0.657118
17-09-1996 00:00,0.656404
18-09-1996 00:00,0.655218
19-09-1996 00:00,0.654365
20-09-1996 00:00,0.655656
21-09-1996 00:00,0.656363
22-09-1996 00:00,0.657374
23-09-1996 00:00,0.657851
24-09-1996 00:00,0.668294
25-09-1996 00:00,0.6666
26-09-1996 00:00,0.663813
27-09-1996 00:00,0.664098
28-09-1996 00:00,0.664232
29-09-1996 00:00,0.666711
30-09-1996 00:00,0.663331
1/10/1996 0:00,0.654038
2/10/1996 0:00,0.654083
3/10/1996 0:00,0.650299
4/10/1996 0:00,0.654721
5/10/1996 0:00,0.627544
6/10/1996 0:00,0.638465
7/10/1996 0:00,0.631356
8/10/1996 0:00,0.636421
9/10/1996 0:00,0.638919
10/10/1996 0:00,0.632451
11/10/1996 0:00,0.634327
12/10/1996 0:00,0.634978
13-10-1996 00:00,0.634356
14-10-1996 00:00,0.632524
15-10-1996 00:00,0.628056
16-10-1996 00:00,0.628685
17-10-1996 00:00,0.630342
18-10-1996 00:00,0.629938
19-10-1996 00:00,0.632451
20-10-1996 00:00,0.629714
21-10-1996 00:00,0.626943
22-10-1996 00:00,0.62554
23-10-1996 00:00,0.61975
24-10-1996 00:00,0.615915
25-10-1996 00:00,0.617615
26-10-1996 00:00,0.612694
27-10-1996 00:00,0.613684
28-10-1996 00:00,0.606879
29-10-1996 00:00,0.608761
30-10-1996 00:00,0.6065
31-10-1996 00:00,0.603079
1/11/1996 0:00,0.60306
2/11/1996 0:00,0.60406
3/11/1996 0:00,0.613184
4/11/1996 0:00,0.613445
5/11/1996 0:00,0.614061
6/11/1996 0:00,0.616438
7/11/1996 0:00,0.611916
8/11/1996 0:00,0.607978
9/11/1996 0:00,0.608343
10/11/1996 0:00,0.605221
11/11/1996 0:00,0.609922
12/11/1996 0:00,0.606479
13-11-1996 00:00,0.602541
14-11-1996 00:00,0.608483
15-11-1996 00:00,0.612555
16-11-1996 00:00,0.613339
17-11-1996 00:00,0.609083
18-11-1996 00:00,0.609856
19-11-1996 00:00,0.60346
20-11-1996 00:00,0.606482
21-11-1996 00:00,0.60106
22-11-1996 00:00,0.603541
23-11-1996 00:00,0.602779
24-11-1996 00:00,0.597679
25-11-1996 00:00,0.598439
26-11-1996 00:00,0.5949
27-11-1996 00:00,0.5949
28-11-1996 00:00,0.59888
29-11-1996 00:00,0.596519
30-11-1996 00:00,0.592182
1/12/1996 0:00,0.593738
2/12/1996 0:00,0.59654
3/12/1996 0:00,0.594019
4/12/1996 0:00,0.592741
5/12/1996 0:00,0.593619
6/12/1996 0:00,0.595138
7/12/1996 0:00,0.588059
8/12/1996 0:00,0.589118
9/12/1996 0:00,0.585607
10/12/1996 0:00,0.580416
11/12/1996 0:00,0.585341
12/12/1996 0:00,0.592459
13-12-1996 00:00,0.587676
14-12-1996 00:00,0.592563
15-12-1996 00:00,0.587882
16-12-1996 00:00,0.58099
17-12-1996 00:00,0.583167
18-12-1996 00:00,0.578069
19-12-1996 00:00,0.578069
20-12-1996 00:00,0.575327
21-12-1996 00:00,0.57623
22-12-1996 00:00,0.570428
23-12-1996 00:00,0.5685
24-12-1996 00:00,0.574057
25-12-1996 00:00,0.571814
26-12-1996 00:00,0.5763
27-12-1996 00:00,0.572428
28-12-1996 00:00,0.56767
29-12-1996 00:00,0.570614
30-12-1996 00:00,0.578073
31-12-1996 00:00,0.578189
1/1/1997 0:00,0.573128
2/1/1997 0:00,0.572314
3/1/1997 0:00,0.570957
4/1/1997 0:00,0.583575
5/1/1997 0:00,0.581616
6/1/1997 0:00,0.5887
7/1/1997 0:00,0.5893
8/1/1997 0:00,0.586
9/1/1997 0:00,0.589241
10/1/1997 0:00,0.594122
11/1/1997 0:00,0.60226
12/1/1997 0:00,0.598001
13-01-1997 00:00,0.608022
14-01-1997 00:00,0.602199
15-01-1997 00:00,0.60464
16-01-1997 00:00,0.59938
17-01-1997 00:00,0.59924
18-01-1997 00:00,0.595419
19-01-1997 00:00,0.593119
20-01-1997 00:00,0.60148
21-01-1997 00:00,0.60132
22-01-1997 00:00,0.60132
23-01-1997 00:00,0.601
24-01-1997 00:00,0.59884
25-01-1997 00:00,0.59918
26-01-1997 00:00,0.594597
27-01-1997 00:00,0.591716
28-01-1997 00:00,0.586765
29-01-1997 00:00,0.594738
30-01-1997 00:00,0.591118
31-01-1997 00:00,0.591204
1/2/1997 0:00,0.590595
2/2/1997 0:00,0.5853
3/2/1997 0:00,0.585734
4/2/1997 0:00,0.584108
5/2/1997 0:00,0.582242
6/2/1997 0:00,0.575885
7/2/1997 0:00,0.584941
8/2/1997 0:00,0.585383
9/2/1997 0:00,0.584066
10/2/1997 0:00,0.590141
11/2/1997 0:00,0.591296
12/2/1997 0:00,0.588282
13-02-1997 00:00,0.57909
14-02-1997 00:00,0.578211
15-02-1997 00:00,0.581068
16-02-1997 00:00,0.584675
17-02-1997 00:00,0.583792
18-02-1997 00:00,0.584283
19-02-1997 00:00,0.586
20-02-1997 00:00,0.582116
21-02-1997 00:00,0.578558
22-02-1997 00:00,0.581675
23-02-1997 00:00,0.578284
24-02-1997 00:00,0.583025
25-02-1997 00:00,0.588176
26-02-1997 00:00,0.590795
27-02-1997 00:00,0.593137
28-02-1997 00:00,0.589164
1/3/1997 0:00,0.589305
2/3/1997 0:00,0.567557
3/3/1997 0:00,0.571929
4/3/1997 0:00,0.571629
5/3/1997 0:00,0.573229
6/3/1997 0:00,0.572328
7/3/1997 0:00,0.570314
8/3/1997 0:00,0.574443
9/3/1997 0:00,0.572086
10/3/1997 0:00,0.576315
11/3/1997 0:00,0.573243
12/3/1997 0:00,0.5673
13-03-1997 00:00,0.555278
14-03-1997 00:00,0.558832
15-03-1997 00:00,0.555656
16-03-1997 00:00,0.558412
17-03-1997 00:00,0.553823
18-03-1997 00:00,0.552476
19-03-1997 00:00,0.551
20-03-1997 00:00,0.543546
21-03-1997 00:00,0.542771
22-03-1997 00:00,0.538331
23-03-1997 00:00,0.538715
24-03-1997 00:00,0.543946
25-03-1997 00:00,0.546645
26-03-1997 00:00,0.5476
27-03-1997 00:00,0.54972
28-03-1997 00:00,0.548935
29-03-1997 00:00,0.542217
30-03-1997 00:00,0.544354
31-03-1997 00:00,0.542583
1/4/1997 0:00,0.535854
2/4/1997 0:00,0.537293
3/4/1997 0:00,0.531716
4/4/1997 0:00,0.533757
5/4/1997 0:00,0.53286
6/4/1997 0:00,0.534886
7/4/1997 0:00,0.528988
8/4/1997 0:00,0.5318
9/4/1997 0:00,0.526153
10/4/1997 0:00,0.519296
11/4/1997 0:00,0.521341
12/4/1997 0:00,0.518798
13-04-1997 00:00,0.528597
14-04-1997 00:00,0.529947
15-04-1997 00:00,0.527436
16-04-1997 00:00,0.524305
17-04-1997 00:00,0.516642
18-04-1997 00:00,0.520656
19-04-1997 00:00,0.52544
20-04-1997 00:00,0.512906
21-04-1997 00:00,0.52091
22-04-1997 00:00,0.528406
23-04-1997 00:00,0.522855
24-04-1997 00:00,0.52875
25-04-1997 00:00,0.527014
26-04-1997 00:00,0.528709
27-04-1997 00:00,0.524555
28-04-1997 00:00,0.52785
29-04-1997 00:00,0.519754
30-04-1997 00:00,0.520656
1/5/1997 0:00,0.52031
2/5/1997 0:00,0.52026
3/5/1997 0:00,0.521111
4/5/1997 0:00,0.513954
5/5/1997 0:00,0.513557
6/5/1997 0:00,0.516708
7/5/1997 0:00,0.523205
8/5/1997 0:00,0.522257
9/5/1997 0:00,0.520758
10/5/1997 0:00,0.524855
11/5/1997 0:00,0.524652
12/5/1997 0:00,0.522511
13-05-1997 00:00,0.536665
14-05-1997 00:00,0.54072
15-05-1997 00:00,0.542713
16-05-1997 00:00,0.543
17-05-1997 00:00,0.54975
18-05-1997 00:00,0.546555
19-05-1997 00:00,0.542954
20-05-1997 00:00,0.539754
21-05-1997 00:00,0.540962
22-05-1997 00:00,0.5423
23-05-1997 00:00,0.546155
24-05-1997 00:00,0.545955
25-05-1997 00:00,0.541412
26-05-1997 00:00,0.547705
27-05-1997 00:00,0.552816
28-05-1997 00:00,0.55655
29-05-1997 00:00,0.555906
30-05-1997 00:00,0.559218
31-05-1997 00:00,0.557411
1/6/1997 0:00,0.555561
2/6/1997 0:00,0.554527
3/6/1997 0:00,0.559112
4/6/1997 0:00,0.55905
5/6/1997 0:00,0.564426
6/6/1997 0:00,0.56557
7/6/1997 0:00,0.5688
8/6/1997 0:00,0.569764
9/6/1997 0:00,0.561819
10/6/1997 0:00,0.557956
11/6/1997 0:00,0.55525
12/6/1997 0:00,0.5601
13-06-1997 00:00,0.552826
14-06-1997 00:00,0.555817
15-06-1997 00:00,0.553205
16-06-1997 00:00,0.555055
17-06-1997 00:00,0.556211
18-06-1997 00:00,0.556928
19-06-1997 00:00,0.555267
20-06-1997 00:00,0.550755
21-06-1997 00:00,0.543554
22-06-1997 00:00,0.545623
23-06-1997 00:00,0.542859
24-06-1997 00:00,0.543918
25-06-1997 00:00,0.545709
26-06-1997 00:00,0.550965
27-06-1997 00:00,0.555572
28-06-1997 00:00,0.552911
29-06-1997 00:00,0.550415
30-06-1997 00:00,0.54876
1/7/1997 0:00,0.542721
2/7/1997 0:00,0.534717
3/7/1997 0:00,0.535957
4/7/1997 0:00,0.535904
5/7/1997 0:00,0.531012
6/7/1997 0:00,0.526508
7/7/1997 0:00,0.528014
8/7/1997 0:00,0.528158
9/7/1997 0:00,0.525405
10/7/1997 0:00,0.524407
11/7/1997 0:00,0.522102
12/7/1997 0:00,0.522307
13-07-1997 00:00,0.525158
14-07-1997 00:00,0.5252
15-07-1997 00:00,0.5262
16-07-1997 00:00,0.528561
17-07-1997 00:00,0.529115
18-07-1997 00:00,0.522657
19-07-1997 00:00,0.51875
20-07-1997 00:00,0.51305
21-07-1997 00:00,0.510601
22-07-1997 00:00,0.5119
23-07-1997 00:00,0.509253
24-07-1997 00:00,0.505351
25-07-1997 00:00,0.5024
26-07-1997 00:00,0.495198
27-07-1997 00:00,0.492849
28-07-1997 00:00,0.4993
29-07-1997 00:00,0.501701
30-07-1997 00:00,0.5014
31-07-1997 00:00,0.4908
1/8/1997 0:00,0.493998
2/8/1997 0:00,0.491996
3/8/1997 0:00,0.4982
4/8/1997 0:00,0.494649
5/8/1997 0:00,0.49415
6/8/1997 0:00,0.485543
7/8/1997 0:00,0.483297
8/8/1997 0:00,0.483697
9/8/1997 0:00,0.484347
10/8/1997 0:00,0.491398
11/8/1997 0:00,0.493249
12/8/1997 0:00,0.49635
13-08-1997 00:00,0.493349
14-08-1997 00:00,0.4997
15-08-1997 00:00,0.507804
16-08-1997 00:00,0.508601
17-08-1997 00:00,0.511206
18-08-1997 00:00,0.505803
19-08-1997 00:00,0.50005
20-08-1997 00:00,0.5032
21-08-1997 00:00,0.514802
22-08-1997 00:00,0.51475
23-08-1997 00:00,0.507451
24-08-1997 00:00,0.505701
25-08-1997 00:00,0.507653
26-08-1997 00:00,0.51115
27-08-1997 00:00,0.508604
28-08-1997 00:00,0.5124
29-08-1997 00:00,0.51705
30-08-1997 00:00,0.520702
31-08-1997 00:00,0.518102
1/9/1997 0:00,0.518852
2/9/1997 0:00,0.517955
3/9/1997 0:00,0.516408
4/9/1997 0:00,0.522707
5/9/1997 0:00,0.52391
6/9/1997 0:00,0.522804
7/9/1997 0:00,0.519358
8/9/1997 0:00,0.521304
9/9/1997 0:00,0.524305
10/9/1997 0:00,0.527703
11/9/1997 0:00,0.529362
12/9/1997 0:00,0.527558
13-09-1997 00:00,0.523152
14-09-1997 00:00,0.516052
15-09-1997 00:00,0.521452
16-09-1997 00:00,0.519258
17-09-1997 00:00,0.521159
18-09-1997 00:00,0.51921
19-09-1997 00:00,0.512906
20-09-1997 00:00,0.507452
21-09-1997 00:00,0.507252
22-09-1997 00:00,0.50765
23-09-1997 00:00,0.510102
24-09-1997 00:00,0.5159
25-09-1997 00:00,0.520908
26-09-1997 00:00,0.522204
27-09-1997 00:00,0.522011
28-09-1997 00:00,0.52566
29-09-1997 00:00,0.528103
30-09-1997 00:00,0.5275
1/10/1997 0:00,0.524052
2/10/1997 0:00,0.52325
3/10/1997 0:00,0.521058
4/10/1997 0:00,0.520602
5/10/1997 0:00,0.516205
6/10/1997 0:00,0.517157
7/10/1997 0:00,0.517505
8/10/1997 0:00,0.521657
9/10/1997 0:00,0.518352
10/10/1997 0:00,0.505951
11/10/1997 0:00,0.511756
12/10/1997 0:00,0.511252
13-10-1997 00:00,0.517609
14-10-1997 00:00,0.5174
15-10-1997 00:00,0.514557
16-10-1997 00:00,0.509501
17-10-1997 00:00,0.5109
18-10-1997 00:00,0.50995
19-10-1997 00:00,0.505852
20-10-1997 00:00,0.506001
21-10-1997 00:00,0.507304
22-10-1997 00:00,0.507303
23-10-1997 00:00,0.509751
24-10-1997 00:00,0.515902
25-10-1997 00:00,0.513455
26-10-1997 00:00,0.508254
27-10-1997 00:00,0.50925
28-10-1997 00:00,0.508751
29-10-1997 00:00,0.509252
30-10-1997 00:00,0.508302
31-10-1997 00:00,0.50565
1/11/1997 0:00,0.509602
2/11/1997 0:00,0.518109
3/11/1997 0:00,0.52041
4/11/1997 0:00,0.518
5/11/1997 0:00,0.517507
6/11/1997 0:00,0.5156
7/11/1997 0:00,0.5196
8/11/1997 0:00,0.512051
9/11/1997 0:00,0.513005
10/11/1997 0:00,0.517755
11/11/1997 0:00,0.521704
12/11/1997 0:00,0.528853
13-11-1997 00:00,0.524055
14-11-1997 00:00,0.5354
15-11-1997 00:00,0.532903
16-11-1997 00:00,0.535368
17-11-1997 00:00,0.53441
18-11-1997 00:00,0.534314
19-11-1997 00:00,0.53496
20-11-1997 00:00,0.528706
21-11-1997 00:00,0.53015
22-11-1997 00:00,0.529359
23-11-1997 00:00,0.531853
24-11-1997 00:00,0.529064
25-11-1997 00:00,0.527414
26-11-1997 00:00,0.52071
27-11-1997 00:00,0.520402
28-11-1997 00:00,0.520406
29-11-1997 00:00,0.519352
30-11-1997 00:00,0.513605
1/12/1997 0:00,0.516702
2/12/1997 0:00,0.51685
3/12/1997 0:00,0.514851
4/12/1997 0:00,0.50235
5/12/1997 0:00,0.49755
6/12/1997 0:00,0.491599
7/12/1997 0:00,0.492097
