Date,Day,SKU,City,Volume,BU,Brand,Model,Avg Price,Total Sales Value,Discount Rate (%),Discount Amount,Net Sales Value
07-04-2021,Wednesday,L10,C,1,Lifestyle,Jeera,M-Shoes,3100,3100,17.896569377392915,554.7936506991804,2545.2063493008195
08-04-2021,Thursday,M01,C,14,Mobiles,RealU,RU-10,12100,169400,14.951726212630405,25328.224204195907,144071.7757958041
08-04-2021,Thursday,M02,C,7,Mobiles,RealU,RU-9 Plus,10100,70700,12.89156528,9114.336652,61585.66335
08-04-2021,Thursday,M03,C,7,Mobiles,YouM,YM-99,16100,112700,7.679385595700298,8654.667566354236,104045.33243364576
08-04-2021,Thursday,M04,C,5,Mobiles,YouM,YM-99 Plus,20100,100500,5.794802079132935,5823.776089528599,94676.22391
08-04-2021,Thursday,M05,C,6,Mobiles,YouM,YM-98 ,8100,48600,19.573817544625605,9512.875326688045,39087.124673311955
08-04-2021,Thursday,M06,C,3,Mobiles,RealU,RU-9,8100,24300,15.821231411481408,3844.5592329899823,20455.44076701002
08-04-2021,Thursday,M07,C,3,Mobiles,Sumsang,S-20,49100,147300,9.238450997439106,13608.238319227803,133691.7616807722
08-04-2021,Thursday,M08,C,2,Mobiles,Sumsang,S-21,54100,108200,9.666082289948521,10458.70104,97741.29896
08-04-2021,Thursday,M09,C,2,Mobiles,Orange,O-10,55100,110200,5.0598012771540954,5575.901007423813,104624.09899257618
08-04-2021,Thursday,M10,C,1,Mobiles,Orange,O-11,60100,60100,9.549832271096296,5739.449194928873,54360.55080507113
08-04-2021,Thursday,F01,C,2,FMCG,Babaji,Babaji Oil ,400,800,15.572393552260317,124.57914841808253,675.4208515819175
08-04-2021,Thursday,F02,C,11,FMCG,Vedic,Vedic Cream,300,3300,18.238803806330296,601.8805256088998,2698.119474
08-04-2021,Thursday,F03,C,11,FMCG,Vedic,Vedic Shampoo,390,4290,19.290096487627693,827.5451393,3462.454860680772
08-04-2021,Thursday,F04,C,2,FMCG,Babaji,Babaji Shampoo,465,930,19.910383731112333,185.16656869934468,744.8334313006553
08-04-2021,Thursday,F05,C,5,FMCG,Babaji,Babaji Cream,290,1450,16.179877661293183,234.60822608875114,1215.391773911249
08-04-2021,Thursday,F06,C,4,FMCG,Vedic,Vedic Oil,450,1800,15.394282418650443,277.09708353570795,1522.902916464292
08-04-2021,Thursday,F07,C,3,FMCG,Gear,Gear Oil,500,1500,19.358516476258202,290.3777471,1209.622252856127
08-04-2021,Thursday,F08,C,2,FMCG,Gear,Gear Cream,400,800,16.95879599,135.6703679,664.3296321
08-04-2021,Thursday,F09,C,3,FMCG,Gear,Gear Shampoo,560,1680,15.407747962556613,258.8501657709511,1421.1498342290488
08-04-2021,Thursday,F10,C,3,FMCG,Gear,Gear BB Cream,1099,3297,16.47136519172397,543.0609103711392,2753.9390896288605
08-04-2021,Thursday,L01,C,7,Lifestyle,Jeera,M- T Shirts,450,3150,15.433532890326083,486.1562860452716,2663.8437139547286
08-04-2021,Thursday,L02,C,9,Lifestyle,Jeera,M- Inners,500,4500,16.36791411468696,736.5561351609133,3763.443864839087
08-04-2021,Thursday,L03,C,7,Lifestyle,Viva,W-Casuals,900,6300,15.621580491719644,984.1595709783376,5315.840429021662
08-04-2021,Thursday,L04,C,3,Lifestyle,Viva,W-Inners,1300,3900,19.53824509570855,761.9915587326334,3138.008441267367
08-04-2021,Thursday,L05,C,6,Lifestyle,Jeera,M-Jeans,2099,12594,18.270293510266427,2300.960764682954,10293.039235317046
08-04-2021,Thursday,L06,C,3,Lifestyle,Jeera,M-Casuals,1300,3900,15.13260350934779,590.1715368645638,3309.8284631354363
08-04-2021,Thursday,L07,C,5,Lifestyle,Viva,W-Western,2600,13000,18.461893275186842,2400.0461257742895,10599.95387422571
08-04-2021,Thursday,L08,C,2,Lifestyle,Viva,W-Lounge,1600,3200,15.512031643665622,496.3850125972999,2703.614987
08-04-2021,Thursday,L09,C,3,Lifestyle,Jeera,M-Formals,1900,5700,18.27644174,1041.7571792393028,4658.242820760697
08-04-2021,Thursday,L10,C,2,Lifestyle,Jeera,M-Shoes,3100,6200,17.446359233235064,1081.674272460574,5118.325727539426
09-04-2021,Friday,M01,C,15,Mobiles,RealU,RU-10,12100,181500,14.18072848140974,25738.02219375868,155761.9778062413
09-04-2021,Friday,M02,C,7,Mobiles,RealU,RU-9 Plus,10100,70700,12.018882550575643,8497.349963,62202.65003674302
09-04-2021,Friday,M03,C,7,Mobiles,YouM,YM-99,16100,112700,6.8582545692088726,7729.2528994983995,104970.7471005016
09-04-2021,Friday,M04,C,7,Mobiles,YouM,YM-99 Plus,20100,140700,7.208362951650773,10142.166672972637,130557.83332702736
09-04-2021,Friday,M05,C,5,Mobiles,YouM,YM-98 ,8100,40500,17.163530232883033,6951.2297443176285,33548.77025568237
09-04-2021,Friday,M06,C,2,Mobiles,RealU,RU-9,8100,16200,16.637783394762867,2695.3209099515843,13504.679090048416
09-04-2021,Friday,M07,C,3,Mobiles,Sumsang,S-20,49100,147300,7.341874344,10814.580908727954,136485.41909127205
09-04-2021,Friday,M08,C,2,Mobiles,Sumsang,S-21,54100,108200,9.771367467386685,10572.619599712394,97627.3804
09-04-2021,Friday,M09,C,2,Mobiles,Orange,O-10,55100,110200,6.473304705016388,7133.581784928059,103066.41821507194
09-04-2021,Friday,M10,C,1,Mobiles,Orange,O-11,60100,60100,6.4399199598440635,3870.391895866282,56229.60810413372
09-04-2021,Friday,F01,C,31,FMCG,Babaji,Babaji Oil ,400,12400,17.383934419542282,2155.607868023243,10244.392131976758
09-04-2021,Friday,F02,C,12,FMCG,Vedic,Vedic Cream,300,3600,18.19607161886354,655.0585782790876,2944.9414217209123
09-04-2021,Friday,F03,C,7,FMCG,Vedic,Vedic Shampoo,390,2730,18.068391011001815,493.26707460034953,2236.7329253996504
09-04-2021,Friday,F04,C,4,FMCG,Babaji,Babaji Shampoo,465,1860,16.37059554802535,304.4930771932715,1555.5069228067284
09-04-2021,Friday,F05,C,8,FMCG,Babaji,Babaji Cream,290,2320,19.81697935484416,459.75392103238454,1860.2460789676154
09-04-2021,Friday,F06,C,2,FMCG,Vedic,Vedic Oil,450,900,18.488201692458688,166.3938152321282,733.6061847678718
09-04-2021,Friday,F07,C,4,FMCG,Gear,Gear Oil,500,2000,16.866970455692478,337.33940911384957,1662.6605908861504
09-04-2021,Friday,F08,C,2,FMCG,Gear,Gear Cream,400,800,15.733725334060328,125.86980267248262,674.1301973275174
09-04-2021,Friday,F09,C,2,FMCG,Gear,Gear Shampoo,560,1120,17.579216196028618,196.88722139552053,923.1127786044794
09-04-2021,Friday,F10,C,1,FMCG,Gear,Gear BB Cream,1099,1099,17.157583429640418,188.5618418917482,910.4381581082519
09-04-2021,Friday,L01,C,16,Lifestyle,Jeera,M- T Shirts,450,7200,19.14081734702039,1378.1388489854683,5821.861151014532
09-04-2021,Friday,L02,C,6,Lifestyle,Jeera,M- Inners,500,3000,19.003774255904652,570.1132276771395,2429.8867723228605
09-04-2021,Friday,L03,C,5,Lifestyle,Viva,W-Casuals,900,4500,16.692868112380438,751.1790650571197,3748.8209349428803
09-04-2021,Friday,L04,C,2,Lifestyle,Viva,W-Inners,1300,2600,17.79136355557608,462.57545244497805,2137.424547555022
09-04-2021,Friday,L05,C,5,Lifestyle,Jeera,M-Jeans,2099,10495,17.077659911214088,1792.3004076819186,8702.699592318082
09-04-2021,Friday,L06,C,4,Lifestyle,Jeera,M-Casuals,1300,5200,16.475250778378637,856.7130404756892,4343.286959524311
09-04-2021,Friday,L07,C,3,Lifestyle,Viva,W-Western,2600,7800,17.56215896478952,1369.8483992535828,6430.151600746417
09-04-2021,Friday,L08,C,2,Lifestyle,Viva,W-Lounge,1600,3200,18.96663746046982,606.9323987350342,2593.0676012649656
09-04-2021,Friday,L09,C,2,Lifestyle,Jeera,M-Formals,1900,3800,17.645393099050505,670.5249377639192,3129.4750622360807
09-04-2021,Friday,L10,C,1,Lifestyle,Jeera,M-Shoes,3100,3100,17.967140745969115,556.9813631250425,2543.0186368749573
10-04-2021,Saturday,M01,C,3,Mobiles,RealU,RU-10,12100,36300,11.055737610601055,4013.2327526481827,32286.767247351818
10-04-2021,Saturday,M02,C,6,Mobiles,RealU,RU-9 Plus,10100,60600,11.089181533506844,6720.0440093051475,53879.955990694856
10-04-2021,Saturday,M03,C,4,Mobiles,YouM,YM-99,16100,64400,8.977343373608086,5781.409132603607,58618.59086739639
10-04-2021,Saturday,M04,C,5,Mobiles,YouM,YM-99 Plus,20100,100500,7.421325599756022,7458.432227754803,93041.56777
10-04-2021,Saturday,M05,C,4,Mobiles,YouM,YM-98 ,8100,32400,16.55384816728682,5363.446806200929,27036.55319379907
10-04-2021,Saturday,M06,C,4,Mobiles,RealU,RU-9,8100,32400,17.916967740237514,5805.097547836955,26594.902452163045
10-04-2021,Saturday,M07,C,2,Mobiles,Sumsang,S-20,49100,98200,7.8028608907123385,7662.4093946795165,90537.59060532048
10-04-2021,Saturday,M08,C,2,Mobiles,Sumsang,S-21,54100,108200,9.835773221649367,10642.306625824614,97557.69337417539
10-04-2021,Saturday,M09,C,3,Mobiles,Orange,O-10,55100,165300,6.268913808500697,10362.514525451652,154937.48547454836
10-04-2021,Saturday,M10,C,2,Mobiles,Orange,O-11,60100,120200,6.819110662867928,8196.571017,112003.42898323275
10-04-2021,Saturday,F01,C,24,FMCG,Babaji,Babaji Oil ,400,9600,19.358680561154664,1858.4333338708477,7741.5666661291525
10-04-2021,Saturday,F02,C,11,FMCG,Vedic,Vedic Cream,300,3300,16.989392099533365,560.6499393,2739.350060715399
10-04-2021,Saturday,F03,C,12,FMCG,Vedic,Vedic Shampoo,390,4680,17.486581496995672,818.3720140593974,3861.6279859406027
10-04-2021,Saturday,F04,C,4,FMCG,Babaji,Babaji Shampoo,465,1860,15.910879946410272,295.9423670032311,1564.057632996769
10-04-2021,Saturday,F05,C,3,FMCG,Babaji,Babaji Cream,290,870,15.142414582224038,131.73900686534913,738.2609931346509
10-04-2021,Saturday,F06,C,3,FMCG,Vedic,Vedic Oil,450,1350,15.562571068980672,210.09470943123907,1139.9052905687608
10-04-2021,Saturday,F07,C,3,FMCG,Gear,Gear Oil,500,1500,17.631190157525147,264.4678523628772,1235.5321476371228
10-04-2021,Saturday,F08,C,3,FMCG,Gear,Gear Cream,400,1200,18.57874079,222.9448894546092,977.0551105453908
10-04-2021,Saturday,F09,C,2,FMCG,Gear,Gear Shampoo,560,1120,16.38611185129275,183.5244527344788,936.4755472655212
10-04-2021,Saturday,F10,C,2,FMCG,Gear,Gear BB Cream,1099,2198,16.93486485,372.2283295,1825.771670519881
10-04-2021,Saturday,L01,C,5,Lifestyle,Jeera,M- T Shirts,450,2250,17.567207007320203,395.26215766470455,1854.7378423352955
10-04-2021,Saturday,L02,C,4,Lifestyle,Jeera,M- Inners,500,2000,17.50576723926849,350.1153447853698,1649.8846552146301
10-04-2021,Saturday,L03,C,5,Lifestyle,Viva,W-Casuals,900,4500,15.69166816204708,706.1250672921186,3793.8749327078813
10-04-2021,Saturday,L04,C,4,Lifestyle,Viva,W-Inners,1300,5200,15.387569812034188,800.1536302257778,4399.846369774223
10-04-2021,Saturday,L05,C,5,Lifestyle,Jeera,M-Jeans,2099,10495,19.71631112064685,2069.2268521118867,8425.773147888114
10-04-2021,Saturday,L06,C,5,Lifestyle,Jeera,M-Casuals,1300,6500,19.53756201,1269.941530500357,5230.058469499643
10-04-2021,Saturday,L07,C,5,Lifestyle,Viva,W-Western,2600,13000,16.813584438418655,2185.765976994425,10814.234023005574
10-04-2021,Saturday,L08,C,1,Lifestyle,Viva,W-Lounge,1600,1600,19.008249819154447,304.13199710647115,1295.868002893529
10-04-2021,Saturday,L09,C,3,Lifestyle,Jeera,M-Formals,1900,5700,17.68404468466699,1007.9905470260185,4692.009452973982
10-04-2021,Saturday,L10,C,2,Lifestyle,Jeera,M-Shoes,3100,6200,17.25697328037778,1069.9323433834222,5130.067656616578
11-04-2021,Sunday,M01,C,12,Mobiles,RealU,RU-10,12100,145200,14.804872842537037,21496.67536736378,123703.32463263621
11-04-2021,Sunday,M02,C,7,Mobiles,RealU,RU-9 Plus,10100,70700,12.235384909777391,8650.417131212616,62049.58286878739
11-04-2021,Sunday,M03,C,6,Mobiles,YouM,YM-99,16100,96600,6.170397894995827,5960.604367,90639.39563343403
11-04-2021,Sunday,M04,C,4,Mobiles,YouM,YM-99 Plus,20100,80400,5.072124185625713,4077.987845243073,76322.01215475693
11-04-2021,Sunday,M05,C,4,Mobiles,YouM,YM-98 ,8100,32400,19.735603599981864,6394.335566394124,26005.664433605874
11-04-2021,Sunday,M06,C,3,Mobiles,RealU,RU-9,8100,24300,19.940610270596178,4845.5682957548715,19454.43170424513
11-04-2021,Sunday,M07,C,3,Mobiles,Sumsang,S-20,49100,147300,8.394469320070762,12365.053308464232,134934.94669153576
11-04-2021,Sunday,M08,C,1,Mobiles,Sumsang,S-21,54100,54100,6.106930704565366,3303.8495111698635,50796.150488830135
11-04-2021,Sunday,M09,C,3,Mobiles,Orange,O-10,55100,165300,6.508719077620175,10758.912635306151,154541.08736469384
11-04-2021,Sunday,M10,C,3,Mobiles,Orange,O-11,60100,180300,9.058746494473578,16332.919929535861,163967.08007046414
11-04-2021,Sunday,F01,C,22,FMCG,Babaji,Babaji Oil ,400,8800,18.18850808050756,1600.5887110846652,7199.411288915335
11-04-2021,Sunday,F02,C,2,FMCG,Vedic,Vedic Cream,300,600,17.11762611534941,102.70575669209646,497.29424330790357
11-04-2021,Sunday,F03,C,11,FMCG,Vedic,Vedic Shampoo,390,4290,16.38558507315613,702.9415996383979,3587.0584003616023
11-04-2021,Sunday,F04,C,6,FMCG,Babaji,Babaji Shampoo,465,2790,19.12478535136138,533.5815113029824,2256.4184886970174
11-04-2021,Sunday,F05,C,4,FMCG,Babaji,Babaji Cream,290,1160,15.089818843685519,175.04189858675204,984.9581014
11-04-2021,Sunday,F06,C,2,FMCG,Vedic,Vedic Oil,450,900,18.484266350177315,166.35839715159582,733.6416028484042
11-04-2021,Sunday,F07,C,4,FMCG,Gear,Gear Oil,500,2000,17.12451515523473,342.49030310469453,1657.5096968953055
11-04-2021,Sunday,F08,C,2,FMCG,Gear,Gear Cream,400,800,19.99240704193018,159.93925633544143,640.0607436645586
11-04-2021,Sunday,F09,C,2,FMCG,Gear,Gear Shampoo,560,1120,18.496026255860418,207.15549406563667,912.8445059343633
11-04-2021,Sunday,F10,C,3,FMCG,Gear,Gear BB Cream,1099,3297,15.189462972324602,500.79659419754216,2796.203405802458
11-04-2021,Sunday,L01,C,13,Lifestyle,Jeera,M- T Shirts,450,5850,15.184208763066303,888.2762126393787,4961.723787360621
11-04-2021,Sunday,L02,C,9,Lifestyle,Jeera,M- Inners,500,4500,19.586695249039863,881.4012862067939,3618.598713793206
11-04-2021,Sunday,L03,C,5,Lifestyle,Viva,W-Casuals,900,4500,19.38396295954193,872.2783331793868,3627.7216668206133
11-04-2021,Sunday,L04,C,4,Lifestyle,Viva,W-Inners,1300,5200,17.532956267424286,911.7137259060629,4288.286274093937
11-04-2021,Sunday,L05,C,6,Lifestyle,Jeera,M-Jeans,2099,12594,15.414069193640822,1941.247874247125,10652.752125752875
11-04-2021,Sunday,L06,C,6,Lifestyle,Jeera,M-Casuals,1300,7800,18.907667806517047,1474.7980889083296,6325.201911
11-04-2021,Sunday,L07,C,4,Lifestyle,Viva,W-Western,2600,10400,19.505267589109387,2028.5478292673763,8371.452170732624
11-04-2021,Sunday,L08,C,3,Lifestyle,Viva,W-Lounge,1600,4800,16.633587502836683,798.4122001361608,4001.5877998638393
11-04-2021,Sunday,L09,C,3,Lifestyle,Jeera,M-Formals,1900,5700,17.39005186,991.2329560641351,4708.767043935864
11-04-2021,Sunday,L10,C,1,Lifestyle,Jeera,M-Shoes,3100,3100,15.884585970545755,492.42216508691837,2607.5778349130815
12-04-2021,Monday,M01,C,4,Mobiles,RealU,RU-10,12100,48400,11.373284494894524,5504.669695528949,42895.33030447105
12-04-2021,Monday,M02,C,7,Mobiles,RealU,RU-9 Plus,10100,70700,14.543081726618366,10281.958780719186,60418.041219280814
12-04-2021,Monday,M03,C,3,Mobiles,YouM,YM-99,16100,48300,7.826353712362323,3780.128843071002,44519.871156928995
12-04-2021,Monday,M04,C,6,Mobiles,YouM,YM-99 Plus,20100,120600,8.491486174501922,10240.732326449319,110359.26767355068
12-04-2021,Monday,M05,C,4,Mobiles,YouM,YM-98 ,8100,32400,17.337519103119437,5617.356189410698,26782.643810589303
12-04-2021,Monday,M06,C,3,Mobiles,RealU,RU-9,8100,24300,15.608132560631024,3792.776212233339,20507.223787766663
12-04-2021,Monday,M07,C,2,Mobiles,Sumsang,S-20,49100,98200,6.066191918625036,5957.000464089785,92242.99953591022
12-04-2021,Monday,M08,C,1,Mobiles,Sumsang,S-21,54100,54100,9.791440079818337,5297.1690831817195,48802.83091681828
12-04-2021,Monday,M09,C,3,Mobiles,Orange,O-10,55100,165300,5.084108426,8404.031228425323,156895.96877157467
12-04-2021,Monday,M10,C,3,Mobiles,Orange,O-11,60100,180300,7.7852682485613505,14036.838652156113,166263.16134784388
12-04-2021,Monday,F01,C,15,FMCG,Babaji,Babaji Oil ,400,6000,17.944983621038663,1076.6990172623198,4923.300983
12-04-2021,Monday,F02,C,7,FMCG,Vedic,Vedic Cream,300,2100,18.608386289838247,390.7761120866032,1709.2238879133968
12-04-2021,Monday,F03,C,3,FMCG,Vedic,Vedic Shampoo,390,1170,17.691253121203026,206.9876615180754,963.0123384819246
12-04-2021,Monday,F04,C,8,FMCG,Babaji,Babaji Shampoo,465,3720,15.671319590244828,582.9730887571076,3137.0269112428923
12-04-2021,Monday,F05,C,5,FMCG,Babaji,Babaji Cream,290,1450,17.85265232658667,258.8634587355067,1191.1365412644932
12-04-2021,Monday,F06,C,3,FMCG,Vedic,Vedic Oil,450,1350,15.62485856943532,210.93559068737682,1139.0644093126232
12-04-2021,Monday,F07,C,4,FMCG,Gear,Gear Oil,500,2000,17.856694031534317,357.13388063068635,1642.8661193693138
12-04-2021,Monday,F08,C,3,FMCG,Gear,Gear Cream,400,1200,15.770607296808862,189.24728756170632,1010.7527124382937
12-04-2021,Monday,F09,C,3,FMCG,Gear,Gear Shampoo,560,1680,18.396734384081515,309.0651376525695,1370.9348623474305
12-04-2021,Monday,F10,C,4,FMCG,Gear,Gear BB Cream,1099,4396,17.06230087626719,750.0587465207058,3645.941253479294
12-04-2021,Monday,L01,C,12,Lifestyle,Jeera,M- T Shirts,450,5400,18.86666515,1018.7999178928937,4381.200082107106
12-04-2021,Monday,L02,C,8,Lifestyle,Jeera,M- Inners,500,4000,18.81403992251914,752.5615969007656,3247.438403099234
12-04-2021,Monday,L03,C,2,Lifestyle,Viva,W-Casuals,900,1800,15.282012114668662,275.0762180640359,1524.9237819359641
12-04-2021,Monday,L04,C,4,Lifestyle,Viva,W-Inners,1300,5200,19.658731682629465,1022.2540474967323,4177.745952503268
12-04-2021,Monday,L05,C,6,Lifestyle,Jeera,M-Jeans,2099,12594,15.815118150903217,1991.755979924751,10602.24402007525
12-04-2021,Monday,L06,C,4,Lifestyle,Jeera,M-Casuals,1300,5200,18.39797564,956.6947332531785,4243.305266746822
12-04-2021,Monday,L07,C,4,Lifestyle,Viva,W-Western,2600,10400,15.866930268436874,1650.1607479174352,8749.839252082566
12-04-2021,Monday,L08,C,1,Lifestyle,Viva,W-Lounge,1600,1600,18.075415642705345,289.2066502832855,1310.7933497167146
12-04-2021,Monday,L09,C,2,Lifestyle,Jeera,M-Formals,1900,3800,18.284851872547016,694.8243711567867,3105.1756288432134
12-04-2021,Monday,L10,C,1,Lifestyle,Jeera,M-Shoes,3100,3100,19.518796120885746,605.0826797474581,2494.9173202525417
13-04-2021,Tuesday,M01,C,9,Mobiles,RealU,RU-10,12100,108900,11.524539230295993,12550.223221792337,96349.77677820766
13-04-2021,Tuesday,M02,C,6,Mobiles,RealU,RU-9 Plus,10100,60600,10.213810468042144,6189.569144,54410.43085636646
13-04-2021,Tuesday,M03,C,7,Mobiles,YouM,YM-99,16100,112700,9.282922284442733,10461.85341456696,102238.14658543305
13-04-2021,Tuesday,M04,C,7,Mobiles,YouM,YM-99 Plus,20100,140700,9.050468381243416,12734.009012409486,127965.99098759051
13-04-2021,Tuesday,M05,C,5,Mobiles,YouM,YM-98 ,8100,40500,18.208535772797575,7374.456987983018,33125.543012016984
13-04-2021,Tuesday,M06,C,3,Mobiles,RealU,RU-9,8100,24300,17.332796591638523,4211.869571768161,20088.130428231838
13-04-2021,Tuesday,M07,C,3,Mobiles,Sumsang,S-20,49100,147300,9.012749993982965,13275.780741136907,134024.2192588631
13-04-2021,Tuesday,M08,C,1,Mobiles,Sumsang,S-21,54100,54100,9.350885905323569,5058.829274780051,49041.17072521995
13-04-2021,Tuesday,M09,C,2,Mobiles,Orange,O-10,55100,110200,6.326891692775114,6972.234645438176,103227.76535456182
13-04-2021,Tuesday,M10,C,2,Mobiles,Orange,O-11,60100,120200,9.766900148699394,11739.81397873667,108460.18602126333
13-04-2021,Tuesday,F01,C,14,FMCG,Babaji,Babaji Oil ,400,5600,15.777249859064733,883.5259921,4716.474007892375
13-04-2021,Tuesday,F02,C,14,FMCG,Vedic,Vedic Cream,300,4200,15.229304442688909,639.6307865929342,3560.3692134070657
13-04-2021,Tuesday,F03,C,3,FMCG,Vedic,Vedic Shampoo,390,1170,19.28772746,225.66641125104533,944.3335887489546
13-04-2021,Tuesday,F04,C,7,FMCG,Babaji,Babaji Shampoo,465,3255,15.60269272274946,507.8676481254949,2747.1323518745053
13-04-2021,Tuesday,F05,C,7,FMCG,Babaji,Babaji Cream,290,2030,15.892574208908874,322.61925644085017,1707.3807435591498
13-04-2021,Tuesday,F06,C,5,FMCG,Vedic,Vedic Oil,450,2250,18.896467585467096,425.17052067300966,1824.8294793269904
13-04-2021,Tuesday,F07,C,4,FMCG,Gear,Gear Oil,500,2000,16.910579249287487,338.2115849857497,1661.7884150142504
13-04-2021,Tuesday,F08,C,2,FMCG,Gear,Gear Cream,400,800,19.700338652556166,157.60270922044933,642.3972907795506
13-04-2021,Tuesday,F09,C,3,FMCG,Gear,Gear Shampoo,560,1680,19.14985254610939,321.71752277463776,1358.2824772253623
13-04-2021,Tuesday,F10,C,3,FMCG,Gear,Gear BB Cream,1099,3297,19.240252523603576,634.3511257,2662.648874
13-04-2021,Tuesday,L01,C,4,Lifestyle,Jeera,M- T Shirts,450,1800,18.162499060632662,326.9249830913879,1473.075016908612
13-04-2021,Tuesday,L02,C,6,Lifestyle,Jeera,M- Inners,500,3000,19.98225655005082,599.4676965015246,2400.5323034984754
13-04-2021,Tuesday,L03,C,6,Lifestyle,Viva,W-Casuals,900,5400,16.14683638678368,871.9291648863186,4528.070835113682
13-04-2021,Tuesday,L04,C,3,Lifestyle,Viva,W-Inners,1300,3900,17.08635767990947,666.3679495164693,3233.6320504835307
13-04-2021,Tuesday,L05,C,5,Lifestyle,Jeera,M-Jeans,2099,10495,19.940045761079695,2092.707802625314,8402.292197374685
13-04-2021,Tuesday,L06,C,3,Lifestyle,Jeera,M-Casuals,1300,3900,19.779006866153992,771.3812677800057,3128.6187322199944
13-04-2021,Tuesday,L07,C,4,Lifestyle,Viva,W-Western,2600,10400,16.64271659980247,1730.8425263794568,8669.157473620544
13-04-2021,Tuesday,L08,C,4,Lifestyle,Viva,W-Lounge,1600,6400,18.722344392748926,1198.2300411359313,5201.769958864069
13-04-2021,Tuesday,L09,C,3,Lifestyle,Jeera,M-Formals,1900,5700,17.600281769941432,1003.2160608866616,4696.783939113338
13-04-2021,Tuesday,L10,C,3,Lifestyle,Jeera,M-Shoes,3100,9300,16.857977908607836,1567.7919455005288,7732.2080544994715
14-04-2021,Wednesday,M01,C,11,Mobiles,RealU,RU-10,12100,133100,12.185270263226371,16218.594720354302,116881.4052796457
14-04-2021,Wednesday,M02,C,7,Mobiles,RealU,RU-9 Plus,10100,70700,13.963014728119951,9871.851412780805,60828.14859
14-04-2021,Wednesday,M03,C,6,Mobiles,YouM,YM-99,16100,96600,9.852661168268146,9517.670688547028,87082.32931145297
14-04-2021,Wednesday,M04,C,3,Mobiles,YouM,YM-99 Plus,20100,60300,6.415230294327099,3868.383867479241,56431.61613252076
14-04-2021,Wednesday,M05,C,4,Mobiles,YouM,YM-98 ,8100,32400,17.73983300508189,5747.705893646532,26652.294106353467
14-04-2021,Wednesday,M06,C,3,Mobiles,RealU,RU-9,8100,24300,19.17680154386712,4659.962775159711,19640.03722484029
14-04-2021,Wednesday,M07,C,3,Mobiles,Sumsang,S-20,49100,147300,9.085015161886599,13382.22733345896,133917.77266654104
14-04-2021,Wednesday,M08,C,2,Mobiles,Sumsang,S-21,54100,108200,5.055218412429214,5469.746322,102730.25367775159
14-04-2021,Wednesday,M09,C,2,Mobiles,Orange,O-10,55100,110200,5.4118021861669225,5963.806009155948,104236.19399084405
14-04-2021,Wednesday,M10,C,2,Mobiles,Orange,O-11,60100,120200,5.511042321019265,6624.272869865156,113575.72713013484
14-04-2021,Wednesday,F01,C,29,FMCG,Babaji,Babaji Oil ,400,11600,15.042477125501797,1744.9273465582085,9855.072653441792
14-04-2021,Wednesday,F02,C,2,FMCG,Vedic,Vedic Cream,300,600,17.232149290972764,103.39289574583658,496.6071042541634
14-04-2021,Wednesday,F03,C,5,FMCG,Vedic,Vedic Shampoo,390,1950,18.98898033,370.28511636797464,1579.7148836320252
14-04-2021,Wednesday,F04,C,4,FMCG,Babaji,Babaji Shampoo,465,1860,15.716729075087827,292.3311607966336,1567.6688392033664
14-04-2021,Wednesday,F05,C,7,FMCG,Babaji,Babaji Cream,290,2030,17.228389814068915,349.7363132,1680.2636867744009
14-04-2021,Wednesday,F06,C,6,FMCG,Vedic,Vedic Oil,450,2700,16.27280994568704,439.3658685335501,2260.634131
14-04-2021,Wednesday,F07,C,4,FMCG,Gear,Gear Oil,500,2000,19.34909310194873,386.98186203897455,1613.0181379610253
14-04-2021,Wednesday,F08,C,2,FMCG,Gear,Gear Cream,400,800,18.991291317536962,151.9303305402957,648.0696694597043
14-04-2021,Wednesday,F09,C,3,FMCG,Gear,Gear Shampoo,560,1680,15.915601890636466,267.3821117626926,1412.6178882373074
14-04-2021,Wednesday,F10,C,3,FMCG,Gear,Gear BB Cream,1099,3297,15.239116676500377,502.4336768242174,2794.5663231757826
14-04-2021,Wednesday,L01,C,15,Lifestyle,Jeera,M- T Shirts,450,6750,15.306006713238709,1033.155453143613,5716.844546856387
14-04-2021,Wednesday,L02,C,7,Lifestyle,Jeera,M- Inners,500,3500,15.19158998254244,531.7056493889854,2968.2943506110146
14-04-2021,Wednesday,L03,C,6,Lifestyle,Viva,W-Casuals,900,5400,15.953024294750776,861.4633119165419,4538.536688083458
14-04-2021,Wednesday,L04,C,5,Lifestyle,Viva,W-Inners,1300,6500,18.62938274091684,1210.9098781595944,5289.090121840405
14-04-2021,Wednesday,L05,C,6,Lifestyle,Jeera,M-Jeans,2099,12594,16.954566884971847,2135.2581534933543,10458.741846506646
14-04-2021,Wednesday,L06,C,3,Lifestyle,Jeera,M-Casuals,1300,3900,18.864268684287673,735.7064786872193,3164.2935213127807
14-04-2021,Wednesday,L07,C,4,Lifestyle,Viva,W-Western,2600,10400,18.71790805277376,1946.6624374884707,8453.337563
14-04-2021,Wednesday,L08,C,3,Lifestyle,Viva,W-Lounge,1600,4800,19.915919998259117,955.9641599164377,3844.035840083562
14-04-2021,Wednesday,L09,C,2,Lifestyle,Jeera,M-Formals,1900,3800,15.553473626805486,591.0319978186085,3208.9680021813915
